City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Verkhnevilyuysk,RU,2020-10-13 02:49:09,63.45,120.32,24.08,86,14,5.39
305,Port Augusta,AU,2020-10-13 02:49:10,-32.5,137.77,87.01,73,0,6.93
306,Berlevag,NO,2020-10-13 02:49:10,70.86,29.09,38.82,74,86,9.24
307,Nanortalik,GL,2020-10-13 02:49:10,60.14,-45.24,36.81,94,100,14.29
308,Alice Springs,AU,2020-10-13 02:46:26,-23.7,133.88,80.6,13,0,13.87
309,Marawi,PH,2020-10-13 02:49:11,8.0,124.29,82.0,81,100,4.0
310,Souillac,MU,2020-10-13 02:49:11,-20.52,57.52,71.6,94,40,4.7
311,Erenhot,CN,2020-10-13 02:49:11,43.65,111.98,31.01,67,0,5.41
312,Kayerkan,RU,2020-10-13 02:49:12,69.35,87.76,28.4,100,40,6.71
313,Kulhudhuffushi,MV,2020-10-13 02:49:12,6.62,73.07,83.32,76,100,22.73
314,Tautira,PF,2020-10-13 02:49:12,-17.73,-149.15,82.0,74,40,12.75
315,Kamenka,RU,2020-10-13 02:49:12,51.32,42.77,48.99,82,20,7.63
316,Anadyr,RU,2020-10-13 02:49:13,64.75,177.48,30.2,74,0,6.71
317,Pitimbu,BR,2020-10-13 02:49:13,-7.47,-34.81,75.2,88,20,5.82
318,Fort Nelson,CA,2020-10-13 02:45:06,58.81,-122.7,37.4,87,75,3.36
319,Palimbang,PH,2020-10-13 02:49:15,6.21,124.19,83.86,75,99,3.69
320,Lavrentiya,RU,2020-10-13 02:49:15,65.58,-171.0,32.4,89,0,11.1
321,Sao Joao Batista,BR,2020-10-13 02:49:15,-27.28,-48.85,69.01,94,2,1.01
322,Wanning,CN,2020-10-13 02:49:16,18.8,110.4,75.51,91,100,21.34
323,Biskupiec,PL,2020-10-13 02:49:16,53.86,20.96,41.0,93,90,9.17
324,Nikolsk,RU,2020-10-13 02:49:16,53.72,46.07,50.77,63,70,6.82
325,Bandarbeyla,SO,2020-10-13 02:49:17,9.49,50.81,77.97,80,45,9.08
326,Meulaboh,ID,2020-10-13 02:49:17,4.14,96.13,79.86,77,99,4.52
327,Yining,CN,2020-10-13 02:49:18,29.04,114.56,74.46,57,0,4.59
328,Robertson,US,2020-10-13 02:49:18,36.52,-86.87,64.99,67,90,6.93
329,Nogliki,RU,2020-10-13 02:49:19,51.83,143.17,48.92,58,0,14.07
330,Ruwi,OM,2020-10-13 02:49:19,23.6,58.55,78.8,44,0,9.17
331,Baie-Saint-Paul,CA,2020-10-13 02:49:19,47.44,-70.5,37.99,75,0,5.99
332,Iquique,CL,2020-10-13 02:49:19,-20.22,-70.14,64.4,68,90,5.82
333,Aswan,EG,2020-10-13 02:49:20,24.09,32.91,79.12,27,0,11.14
334,Chase,CA,2020-10-13 02:49:20,50.82,-119.69,39.0,92,69,1.39
335,Samarai,PG,2020-10-13 02:49:20,-10.62,150.67,81.88,82,36,11.36
336,Sorong,ID,2020-10-13 02:45:06,-0.88,131.25,83.73,71,13,6.22
337,Mende,FR,2020-10-13 02:49:21,44.67,3.5,28.56,99,63,2.64
338,Luderitz,NA,2020-10-13 02:49:21,-26.65,15.16,61.99,39,0,16.75
339,Palmas Bellas,PA,2020-10-13 02:49:22,9.23,-80.09,79.0,94,76,5.99
340,Malaya Serdoba,RU,2020-10-13 02:49:22,52.47,44.95,51.6,64,80,7.16
341,Abadan,IR,2020-10-13 02:49:22,30.34,48.3,68.0,40,0,7.23
342,Dhenkanal,IN,2020-10-13 02:49:23,20.67,85.6,82.4,88,40,9.17
343,Cozumel,MX,2020-10-13 02:45:59,20.51,-86.95,82.4,88,20,4.7
344,Garowe,SO,2020-10-13 02:49:24,8.41,48.48,76.05,75,40,6.49
345,Saint George,US,2020-10-13 02:44:58,37.1,-113.58,78.8,14,1,11.41
346,Buchanan,LR,2020-10-13 02:49:25,5.88,-10.05,75.43,86,95,3.71
347,Cooma,AU,2020-10-13 02:49:25,-36.23,149.13,73.4,35,40,13.87
348,Abrau-Dyurso,RU,2020-10-13 02:49:26,44.69,37.59,59.0,67,20,6.71
349,Qaqortoq,GL,2020-10-13 02:49:26,60.72,-46.03,41.0,75,100,10.29
350,Rawson,AR,2020-10-13 02:48:42,-43.3,-65.1,65.01,31,9,9.04
351,Gamba,GA,2020-10-13 02:49:27,-2.65,10.0,75.45,85,100,8.55
352,Muros,ES,2020-10-13 02:49:28,42.78,-9.06,59.0,96,98,5.61
353,Tikrit,IQ,2020-10-13 02:49:28,34.61,43.68,72.18,21,0,8.81
354,Sabang,ID,2020-10-13 02:49:31,5.89,95.32,83.14,73,100,14.03
355,Nuevo Progreso,MX,2020-10-13 02:49:32,23.17,-97.95,79.0,66,5,2.1
356,Itarema,BR,2020-10-13 02:49:32,-2.92,-39.92,77.25,82,0,14.61
357,Nioki,CD,2020-10-13 02:49:33,-2.72,17.68,72.09,98,100,1.36
358,Cayenne,GF,2020-10-13 02:49:34,4.93,-52.33,77.0,94,0,2.24
359,Roald,NO,2020-10-13 02:49:34,62.58,6.13,42.8,81,0,8.05
360,Coihaique,CL,2020-10-13 02:49:35,-45.58,-72.07,50.0,76,90,2.24
361,Antofagasta,CL,2020-10-13 02:44:42,-23.65,-70.4,59.0,77,90,5.82
362,Pauini,BR,2020-10-13 02:49:37,-7.71,-66.98,78.53,66,95,1.74
363,Datong,CN,2020-10-13 02:49:37,40.09,113.29,49.39,40,0,3.29
364,Rio Grande,BR,2020-10-13 02:45:29,-32.03,-52.1,55.54,86,1,10.74
365,Dmitriyevskoye,RU,2020-10-13 02:49:38,45.81,41.9,54.21,87,0,8.81
366,Mitu,CO,2020-10-13 02:49:38,1.2,-70.17,73.04,91,89,0.4
367,Mazamari,PE,2020-10-13 02:49:39,-11.33,-74.53,71.58,74,62,2.3
368,Houma,US,2020-10-13 02:45:56,29.6,-90.72,77.0,94,1,4.61
369,Portland,US,2020-10-13 02:49:17,45.52,-122.68,59.0,72,77,4.72
370,Henties Bay,NA,2020-10-13 02:49:39,-22.12,14.28,57.0,87,0,1.99
371,Sainte-Rose,GP,2020-10-13 02:49:40,16.33,-61.7,77.0,94,85,5.82
372,Selty,RU,2020-10-13 02:49:40,57.31,52.13,42.71,69,98,5.95
373,Abu Samrah,SY,2020-10-13 02:49:40,35.3,37.18,59.22,78,0,2.48
374,Carmen,MX,2020-10-13 02:46:44,18.63,-91.83,83.35,82,1,13.15
375,Itajobi,BR,2020-10-13 02:49:40,-21.32,-49.05,72.3,51,0,6.93
376,Sarandi,BR,2020-10-13 02:49:41,-23.44,-51.87,70.61,51,97,3.06
377,Lomza,PL,2020-10-13 02:47:24,53.18,22.06,45.0,99,100,5.99
378,La Rioja,ES,2020-10-13 02:49:41,42.25,-2.5,55.99,82,75,13.87
379,Surskoye,RU,2020-10-13 02:49:41,54.48,46.72,51.64,62,75,4.68
380,Macamic,CA,2020-10-13 02:49:41,48.75,-79.0,50.0,76,90,24.16
381,Bataipora,BR,2020-10-13 02:49:42,-22.3,-53.27,73.65,61,99,2.57
382,Peniche,PT,2020-10-13 02:49:42,39.36,-9.38,59.0,91,42,8.99
383,Bognor Regis,GB,2020-10-13 02:49:43,50.78,-0.68,48.99,96,74,1.01
384,Querecotillo,PE,2020-10-13 02:49:43,-4.84,-80.65,68.36,72,27,5.88
385,Jiehu,CN,2020-10-13 02:49:43,35.54,118.45,68.47,50,96,5.68
386,Najran,SA,2020-10-13 02:49:44,17.49,44.13,62.6,33,17,1.61
387,Naryan-Mar,RU,2020-10-13 02:49:45,67.67,53.09,41.36,93,100,6.04
388,Moscow,RU,2020-10-13 02:47:14,55.75,37.62,55.0,100,75,2.24
389,Santa Cruz,BO,2020-10-13 02:49:45,-17.8,-63.17,80.6,74,1,10.29
390,Kiama,AU,2020-10-13 02:49:45,-34.68,150.87,84.99,50,0,8.99
391,Gushi,CN,2020-10-13 02:49:46,34.64,109.58,53.11,89,100,3.83
392,Susanville,US,2020-10-13 02:48:39,40.42,-120.65,62.6,27,1,6.93
393,Voh,NC,2020-10-13 02:49:46,-20.97,164.7,82.58,65,25,1.81
394,Sunrise Manor,US,2020-10-13 02:49:47,36.21,-115.07,86.0,14,1,5.82
395,Buriti Alegre,BR,2020-10-13 02:49:47,-18.14,-49.04,72.63,67,59,4.45
396,Tessalit,ML,2020-10-13 02:49:47,20.2,1.01,82.9,29,2,7.72
397,Chupaca,PE,2020-10-13 02:49:47,-12.07,-75.28,51.51,63,27,2.93
398,Beisfjord,NO,2020-10-13 02:49:48,68.38,17.6,35.01,88,82,4.54
399,Svetlogorsk,BY,2020-10-13 02:49:48,52.63,29.73,54.28,85,100,10.11
400,Vestmannaeyjar,IS,2020-10-13 02:49:48,63.44,-20.27,44.69,74,0,3.62
401,Beidao,CN,2020-10-13 02:49:48,34.57,105.89,49.55,81,100,1.43
402,Vila Velha,BR,2020-10-13 02:49:49,-20.33,-40.29,68.0,100,90,4.7
403,Daitari,IN,2020-10-13 02:49:49,21.1,85.75,79.74,83,29,14.72
404,Santa Rosa,PH,2020-10-13 02:49:49,14.31,121.11,90.0,70,75,9.17
405,Jibuti,DJ,2020-10-13 02:49:50,11.5,42.5,82.4,78,20,7.11
406,Westport,US,2020-10-13 02:49:50,41.14,-73.36,55.4,82,90,14.99
407,Parrita,CR,2020-10-13 02:49:50,9.52,-84.32,69.8,100,75,3.27
408,Kavaratti,IN,2020-10-13 02:49:51,10.57,72.64,81.9,80,100,18.14
409,Cercal,PT,2020-10-13 02:49:51,37.81,-8.67,54.0,70,0,3.0
410,Kirakira,SB,2020-10-13 02:49:51,-10.45,161.92,83.64,77,100,13.15
411,Tongzi,CN,2020-10-13 02:49:51,28.78,105.09,63.32,90,100,1.95
412,Kalabo,ZM,2020-10-13 02:49:52,-14.97,22.68,67.42,80,18,2.44
413,Atasu,KZ,2020-10-13 02:49:52,48.68,71.64,47.19,63,1,0.58
414,Vitim,RU,2020-10-13 02:49:52,59.45,112.56,26.42,88,99,9.42
415,Chimbote,PE,2020-10-13 02:49:53,-9.09,-78.58,61.27,90,51,4.97
416,Luba,GQ,2020-10-13 02:49:53,3.46,8.55,77.16,81,18,3.49
417,Dunedin,NZ,2020-10-13 02:48:45,-45.87,170.5,54.0,80,53,15.01
418,Umea,SE,2020-10-13 02:49:54,63.83,20.26,42.8,93,90,10.29
419,Sioux Lookout,CA,2020-10-13 02:45:33,50.1,-91.92,42.8,79,5,4.7
420,Tucumcari,US,2020-10-13 02:49:20,35.17,-103.72,68.0,18,1,17.22
421,Marsa Matruh,EG,2020-10-13 02:49:55,31.35,27.25,66.2,68,20,10.25
422,Flinders,AU,2020-10-13 02:49:55,-34.58,150.86,84.99,41,0,4.0
423,Poya,NC,2020-10-13 02:49:55,-21.35,165.15,81.66,64,47,4.07
424,Mezen,RU,2020-10-13 02:49:55,65.85,44.24,46.2,94,100,9.86
425,Cuenca,EC,2020-10-13 02:48:06,-2.88,-78.98,53.6,76,91,3.36
426,Odweyne,SO,2020-10-13 02:49:56,9.41,45.06,70.63,38,0,4.14
427,Kyaikkami,MM,2020-10-13 02:49:56,16.08,97.57,82.81,75,67,5.93
428,Gat,IL,2020-10-13 02:45:04,31.61,34.76,71.01,73,20,2.24
429,Hakkari,TR,2020-10-13 02:49:57,37.58,44.17,44.64,54,0,3.27
430,Jaen,ES,2020-10-13 02:49:58,38.0,-3.5,51.01,52,0,3.4
431,Isangel,VU,2020-10-13 02:49:58,-19.55,169.27,78.8,83,90,9.17
432,Almeirim,BR,2020-10-13 02:49:58,-1.52,-52.58,77.38,75,52,2.44
433,Pokrovsk,UA,2020-10-13 02:49:59,48.28,37.18,56.12,86,79,8.03
434,Dawlatabad,AF,2020-10-13 02:49:59,36.41,64.91,53.87,39,0,3.58
435,Nishihara,JP,2020-10-13 02:49:59,26.18,127.76,82.4,51,40,9.17
436,Evensk,RU,2020-10-13 02:50:00,61.95,159.23,41.2,78,100,1.83
437,Dwarka,IN,2020-10-13 02:50:00,22.24,68.97,84.29,67,0,5.57
438,Nara,JP,2020-10-13 02:50:00,34.69,135.8,77.0,53,75,6.93
439,Komsomolskiy,UZ,2020-10-13 02:50:00,40.43,71.72,50.0,76,0,4.7
440,Labuhan,ID,2020-10-13 02:50:00,-6.88,112.21,89.42,48,6,8.08
441,Ormara,PK,2020-10-13 02:50:01,25.21,64.64,74.64,28,0,30.65
442,Alofi,NU,2020-10-13 02:50:01,-19.06,-169.92,77.0,61,40,20.8
443,Mzimba,MW,2020-10-13 02:50:02,-11.9,33.6,64.08,86,70,9.15
444,Abeche,TD,2020-10-13 02:50:02,13.83,20.83,80.37,56,0,4.29
445,Limulunga,ZM,2020-10-13 02:50:03,-15.1,23.14,65.21,81,62,2.33
446,Vilyuysk,RU,2020-10-13 02:50:03,63.76,121.62,23.83,84,29,7.29
447,Wexford,IE,2020-10-13 02:50:03,52.33,-6.46,46.99,90,83,4.0
448,Shenjiamen,CN,2020-10-13 02:50:04,29.96,122.3,69.37,72,6,15.82
449,Zhigansk,RU,2020-10-13 02:50:05,66.77,123.37,17.15,94,92,14.94
450,Half Moon Bay,US,2020-10-13 02:50:06,37.46,-122.43,68.0,77,1,11.41
451,Nantucket,US,2020-10-13 02:45:35,41.28,-70.1,57.0,84,90,14.99
452,Liaozhong,CN,2020-10-13 02:50:06,41.51,122.72,57.2,32,0,8.95
453,Sao Filipe,CV,2020-10-13 02:50:06,14.9,-24.5,77.61,78,6,6.44
454,Rundu,NA,2020-10-13 02:50:07,-17.93,19.77,67.26,45,0,6.73
455,Morondava,MG,2020-10-13 02:50:07,-20.28,44.28,73.8,69,0,3.8
456,Kabo,CF,2020-10-13 02:50:07,7.7,18.63,72.0,94,100,1.99
457,La Ronge,CA,2020-10-13 02:50:08,55.1,-105.28,33.8,86,90,19.46
458,Popondetta,PG,2020-10-13 02:50:08,-8.75,148.25,93.22,46,1,7.02
459,Grand Gaube,MU,2020-10-13 02:50:08,-20.01,57.66,72.0,85,4,3.0
460,Denpasar,ID,2020-10-13 02:48:26,-8.65,115.22,86.0,79,40,13.87
461,Aksu,CN,2020-10-13 02:50:09,41.12,80.26,55.49,36,0,0.47
462,Saint-Francois,FR,2020-10-13 02:50:09,46.42,3.91,42.01,99,93,2.64
463,Charyshskoye,RU,2020-10-13 02:50:10,51.4,83.56,39.87,88,100,8.55
464,Danielskuil,ZA,2020-10-13 02:50:10,-28.19,23.54,54.14,35,40,7.85
465,Kismayo,SO,2020-10-13 02:50:10,-0.36,42.55,77.4,84,24,10.42
466,Urumqi,CN,2020-10-13 02:50:11,43.8,87.6,50.0,57,93,4.47
467,Crateus,BR,2020-10-13 02:50:12,-5.18,-40.68,72.12,51,1,2.64
468,Bowen,AU,2020-10-13 02:50:12,-20.02,148.23,80.6,51,0,17.22
469,Palasa,IN,2020-10-13 02:50:12,18.77,84.42,81.27,87,100,11.79
470,Amazar,RU,2020-10-13 02:50:13,53.86,120.88,29.66,77,100,11.97
471,Terra Santa,BR,2020-10-13 02:50:13,-2.1,-56.49,79.29,61,81,2.17
472,Arman,RU,2020-10-13 02:50:13,59.7,150.17,44.01,88,100,21.25
473,Iskateley,RU,2020-10-13 02:50:14,67.68,53.15,41.32,93,100,6.08
474,Leningradskiy,RU,2020-10-13 02:50:14,69.38,178.42,22.66,88,83,3.4
475,Prince Rupert,CA,2020-10-13 02:50:14,54.32,-130.32,46.4,87,20,5.82
476,Husavik,IS,2020-10-13 02:50:15,66.04,-17.34,35.6,80,8,4.7
477,Ostrovnoy,RU,2020-10-13 02:50:15,68.05,39.51,42.39,90,100,23.51
478,Rolla,US,2020-10-13 02:50:15,37.95,-91.77,54.0,50,1,3.65
479,Baiyin,CN,2020-10-13 02:50:16,36.56,104.21,46.4,33,93,4.47
480,Athens,GR,2020-10-13 02:46:39,37.98,23.72,75.0,88,75,11.41
481,Arkadak,RU,2020-10-13 02:50:16,51.93,43.5,51.8,80,63,7.09
482,Sambava,MG,2020-10-13 02:50:16,-14.27,50.17,73.98,87,29,6.17
483,Uberlandia,BR,2020-10-13 02:50:17,-18.92,-48.28,72.86,69,32,7.02
484,Port Moresby,PG,2020-10-13 02:50:18,-9.44,147.18,89.6,70,40,23.04
485,Pemba,MZ,2020-10-13 02:50:18,-12.97,40.52,77.0,88,75,13.87
486,Anchorage,US,2020-10-13 02:50:19,61.22,-149.9,46.4,61,20,4.7
487,Kuusamo,FI,2020-10-13 02:50:19,65.97,29.18,41.0,93,90,6.93
488,Bahia De Caraquez,EC,2020-10-13 02:50:19,-0.6,-80.42,73.4,83,75,14.99
489,Kyshtovka,RU,2020-10-13 02:50:19,56.55,76.63,42.89,88,95,9.44
490,Quelimane,MZ,2020-10-13 02:50:19,-17.88,36.89,71.6,94,75,6.93
491,Hit,IQ,2020-10-13 02:50:20,33.64,42.83,71.91,21,0,6.91
492,Ende,ID,2020-10-13 02:50:20,-8.84,121.66,89.42,49,82,5.03
493,Aykhal,RU,2020-10-13 02:50:20,66.0,111.5,17.6,85,15,4.47
494,Sa Kaeo,TH,2020-10-13 02:50:20,13.75,102.33,74.53,90,100,3.76
495,Mosquera,CO,2020-10-13 02:50:20,4.71,-74.23,55.4,76,75,4.43
496,Grindavik,IS,2020-10-13 02:50:21,63.84,-22.43,41.0,100,75,8.05
497,Mindelo,CV,2020-10-13 02:50:21,16.89,-24.98,76.08,78,17,11.36
498,Gazanjyk,TM,2020-10-13 02:50:21,39.24,55.52,50.25,40,0,11.54
499,Camacha,PT,2020-10-13 02:50:21,33.08,-16.33,69.8,77,20,11.41
500,Port Hawkesbury,CA,2020-10-13 02:50:22,45.62,-61.35,37.0,92,1,2.24
501,Biak,ID,2020-10-13 02:50:22,-0.91,122.88,84.65,64,25,7.0
502,Nabire,ID,2020-10-13 02:50:22,-3.37,135.48,84.72,73,100,3.96
503,Zhuhai,CN,2020-10-13 02:50:22,22.28,113.57,82.4,78,40,21.92
504,Verkhniy Landekh,RU,2020-10-13 02:50:22,56.84,42.6,45.16,94,36,4.14
505,Eureka,US,2020-10-13 02:49:54,40.8,-124.16,60.01,89,58,4.65
506,Port Hardy,CA,2020-10-13 02:46:47,50.7,-127.42,48.2,93,90,3.36
507,Marsh Harbour,BS,2020-10-13 02:50:23,26.54,-77.06,83.01,72,100,1.25
508,Salisbury,GB,2020-10-13 02:50:23,51.07,-1.8,44.6,100,0,9.17
509,Burla,IN,2020-10-13 02:50:23,21.5,83.87,82.4,78,40,4.7
510,Privas,FR,2020-10-13 02:50:24,44.58,4.5,46.99,55,94,1.01
511,Khor,RU,2020-10-13 02:50:24,47.89,134.95,46.45,52,0,13.09
512,Klaksvik,FO,2020-10-13 02:50:24,62.23,-6.59,44.6,93,58,2.24
513,Alekseyevsk,RU,2020-10-13 02:50:24,57.84,108.35,28.56,85,9,5.93
514,Asau,RO,2020-10-13 02:50:24,46.43,26.4,57.99,99,100,3.22
515,The Valley,AI,2020-10-13 02:50:25,18.22,-63.06,82.4,83,20,4.7
516,Virginia Beach,US,2020-10-13 02:46:12,36.85,-75.98,72.0,94,90,10.29
517,Bonavista,CA,2020-10-13 02:50:26,48.65,-53.11,41.0,84,17,8.99
518,Alihe,CN,2020-10-13 02:50:26,50.57,123.72,33.31,72,63,9.55
519,Verkhniye Kigi,RU,2020-10-13 02:50:27,55.41,58.6,41.83,64,79,7.67
520,Ambilobe,MG,2020-10-13 02:50:27,-13.2,49.05,74.35,78,0,4.59
521,San Quintin,MX,2020-10-13 02:50:27,30.48,-115.95,72.57,63,8,5.82
522,Watsa,CD,2020-10-13 02:50:28,3.04,29.54,62.55,99,100,2.08
523,Puerto Escondido,MX,2020-10-13 02:46:06,15.85,-97.07,84.2,70,40,2.82
524,Bay Roberts,CA,2020-10-13 02:50:28,47.6,-53.26,42.01,52,19,8.12
525,Maralal,KE,2020-10-13 02:50:29,1.1,36.7,58.69,80,43,3.27
526,Maceio,BR,2020-10-13 02:46:08,-9.67,-35.74,75.2,88,40,4.7
